순번,한자,급수,부수,음,훈,音,訓,예시 단어
1607,破,6,石,파,"찢다, 부수다, 깨다",ハ,やぶ(る)・やぶ(れる)・わ(れる),"突破(とっぱ), 破壊(はかい), 破る(やぶる), 破り(やぶり), 破綻(はたん)"
1608,覇,2.5,襾,패,으뜸,ハ,はたがしら,"連覇(れんぱ), 制覇(せいは), 覇者(はしゃ), 覇権(はけん)"
1609,馬,9,馬,마,말,バ・メ・マ,うま・ま,"出馬(しゅつば), 競馬(けいば), 龍馬(りゅうめ), 群馬県(ぐんまけん), 馬場(ばば)"
1610,婆,3,女,파,할머니,バ,ばば,
1611,罵,2,网,매,욕하다,バ,ののし(る),"罵倒(ばとう), 罵声(ばせい)"
1612,拝,5,手,배,절하다,ハイ,おが(む),"参拝(さんぱい), 拝見(はいけん), 参拝者(さんぱいしゃ), 拝読(はいどく), 礼拝(らいはい)"
1613,杯,4,木,배,술잔,ハイ,さかずき,"Ｗ杯(ダブルはい), 一杯(いっぱい), 精一杯(せいいっぱい), 天皇杯(てんのうはい), 乾杯(かんぱい)"
1614,背,5,肉,배,"키, 등, 돌리다",ハイ,せ・せい・そむ(く)・そむ(ける)・うしろ,"背景(はいけい), 背中(せなか), 背番号(せばんごう), 背後(はいご), 背負う(しょう)"
1615,肺,5,肉,폐,폐,ハイ,無し,"肺炎(はいえん), 肺がん(はいがん)"
1616,俳,5,人,배,배우,ハイ,わざおぎ・たわむ(れ),"俳優(はいゆう), 俳句(はいく), 俳人(はいじん)"
1617,配,8,酉,배,"나누다, 알다",ハイ,くば(る)・なら(ぶ)・つれあい・なが(す),"心配(しんぱい), 配信(はいしん), 配慮(はいりょ), 配布(はいふ), 配置(はいち)"
1618,排,3,手,배,빼다,ハイ,おしの(ける)・つら(ねる),"排出(はいしゅつ), 排除(はいじょ), 排水(はいすい), 排卵(はいらん), 排ガス(はいガス)"
1619,敗,7,攵,패,패배하다,ハイ,やぶ(れる)・やぶ(る),"失敗(しっぱい), 敗退(はいたい), 敗北(はいぼく), 敗戦(はいせん), 連敗(れんぱい)"
1620,廃,2.5,广,폐,"쓸모없게 되다, 손상되다, 버리다",ハイ,すた(れる)・すた(る)・や(める),"廃止(はいし), 廃棄(はいき), 撤廃(てっぱい), 廃絶(はいぜつ), 廃棄物(はいきぶつ)"
1621,輩,4,車,배,무리,ハイ,ともがら・やから,"先輩(せんぱい), 後輩(こうはい), 輩出(はいしゅつ)"
1622,売,9,士,매,팔다,バイ,う(る)・う(れる),"発売(はつばい), 販売(はんばい), 発売日(はつばいび), 読売(よみうり), 売り上げ(うりあげ)"
1623,倍,8,人,배,곱,バイ・ハイ,ま(す)・そむ(く),"倍率(ばいりつ), 倍増(ばいぞう), 安倍内閣(あべないかく), 人一倍(ひといちばい), 倍増し(ばいまし)"
1624,梅,7,木,매,매화,バイ,うめ,"青梅(あおうめ), 梅干し(うめぼし), 梅雨(つゆ), 紅梅(こうばい), 梅林(ばいりん)"
1625,培,2.5,土,배,배양하다,バイ・ホウ・ハイ,つちか(う)・おか,"栽培(さいばい), 培養(ばいよう), 培養土(ばいようど)"
1626,陪,3,阜,배,모시다,バイ,したが(う),
1627,媒,2.5,女,매,매개,バイ,なかだち,"媒体(ばいたい), 触媒(しょくばい), 媒介(ばいかい)"
1628,買,9,貝,매,사다,バイ,か(う),"買い(かい), 買う(かう), 買い物(かいもの), 買収(ばいしゅう), 買い取り(かいとり)"
1629,賠,2.5,貝,배,배상하다,バイ,つぐな(う),"賠償(ばいしょう), 損害賠償(そんがいばいしょう), 賠償金(ばいしょうきん)"
1630,白,10,白,백,하양,ハク・ビャク,しろ・しら・しろ(い)・あき(らか)・もう(す)・せりふ,"面白い(おもしろい), 面白(おもしろ), 白い(しろい), 面白さ(おもしろさ), 告白(こくはく)"
1631,伯,2.5,人,백,맏,ハク・ハ,はたがしら・かしら・おさ,"伯母(おば), 伯父(おじ), 伯爵(はくしゃく)"
1632,拍,4,手,박,박자,ハク・ヒョウ,う(つ),"拍手(はくしゅ), 拍車(はくしゃ), 拍子(ひょうし), 拍子抜け(ひょうしぬけ), 手拍子(てびょうし)"
1633,泊,4,水,박,숙박하다,ハク,と(まる)・と(める),"宿泊(しゅくはく), 泊まり(とまり), 宿泊所(しゅくはくじょ), 宿泊客(しゅくはくきゃく), 泊まる(とまる)"
1634,迫,4,辵,박,다가오다,ハク,せま(る)・せ(る),"迫る(せまる), 迫力(はくりょく), 圧迫(あっぱく), 脅迫(きょうはく), 気迫(きはく)"
1635,剥,2,刀,박,"벗기다, 까다",ハク・ホク,は(がす)・は(ぐ)・は(がれる)・は(げる)・む(く)・と(る),
1636,舶,2.5,舟,박,배,ハク,おおぶね,船舶(せんぱく)
1637,博,7,十,박,넓음,ハク・バク,ひろ(い),"博物館(はくぶつかん), 博士(はかせ), 万博(ばんぱく), 博覧会(はくらんかい), 国立博物館(こくりつはくぶつかん)"
1638,薄,4,艸,박,"얇다, 연하다",ハク,うす(い)・うす(める)・うす(まる)・うす(らぐ)・うす(れる)・せま(る)・すすき,"薄い(うすい), 期待薄(きたいうす), 薄切り(うすぎり), 希薄(きはく), 薄型テレビ(うすがたテレビ)"
1639,麦,9,麦,맥,보리,バク,むぎ,"小麦粉(こむぎこ), 小麦(こむぎ), 蕎麦(そば), 麦茶(むぎちゃ), 大麦(おおむぎ)"
1640,漠,2.5,水,막,넓다,バク・マク,すなはら・ひろ(い),砂漠(さばく)
1641,縛,3,糸,박,묶다,バク・ハク,しば(る)・いまし(める),"束縛(そくばく), 呪縛(じゅばく), 縛る(しばる)"
1642,爆,4,火,폭,터지다,バク・ハク・ホウ,は(ぜる)・さ(ける),"爆発(ばくはつ), 原爆(げんばく), 被爆(ひばく), 被爆者(ひばくしゃ), 爆弾(ばくだん)"
1643,箱,8,竹,상,상자,ショウ・ソウ,はこ,"弁当箱(べんとうばこ), 宝箱(たからばこ), 投票箱(とうひょうばこ), 段ボール箱(だんボールばこ), 箱庭(はこにわ)"
1644,箸,2,竹,저,젓가락,チョ,はし,
1645,畑,8,田,전,밭,無し,はた・はたけ,"田畑(たはた), 花畑(はなばたけ), 茶畑(ちゃばたけ), ライ麦畑でつかまえて(ライむぎばたけでつかまえて)"
1646,肌,2.5,肉,기,피부,キ,はだ・はだえ,"肌荒れ(はだあれ), 美肌(びはだ), 敏感肌(びんかんはだ), 鳥肌(とりはだ), 肌色(はだいろ)"
1647,八,10,八,팔,"8, 여덟",ハチ,や・や(つ)・やっ(つ)・よう,"八幡(はちまん), 八千代(やちよ), 八重(やえ), 十八(じゅうはち), 八頭(はちがしら)"
1648,鉢,2.5,金,발,화분,ハチ・ハツ,無し,"鉢巻き(はちまき), 鉢植え(はちうえ), すり鉢(すりばち), 小鉢(こばち), 植木鉢(うえきばち)"
1649,発,8,癶,발,피다,ハツ・ホツ,はな(つ)・た(つ)・ひら(く)・あば(く),"発表(はっぴょう), 発売(はつばい), 発売日(はつばいび), 発生(はっせい), 開発(かいはつ)"
1650,髪,4,髟,발,머리카락,ハツ・ホツ,かみ,"髪型(かみがた), 髪の毛(かみのけ), 白髪(しらが), 黒髪(くろかみ), 前髪(まえがみ)"
1651,伐,3,人,벌,토벌하다,バツ・ハツ,き(る)・う(つ)・ほこ(る),"伐採(ばっさい), 間伐(かんばつ), 間伐材(かんばつざい), 討伐(とうばつ), 殺伐(さつばつ)"
1652,抜,4,手,발,"뽑다, 빠지다, 실수하다",バツ,ぬ(く)・ぬ(ける)・ぬ(かす)・ぬ(かる),"選抜(せんばつ), 抜き(ぬき), 抜群(ばつぐん), 抜く(ぬく), 抜本的(ばっぽんてき)"
1653,罰,4,网,벌,벌,バツ・バチ・ハツ,無し,"罰金(ばっきん), 罰則(ばっそく), 処罰(しょばつ), 厳罰(げんばつ), 体罰(たいばつ)"
1654,閥,2.5,門,벌,파벌,バツ・ハツ,いえがら・いさお,"派閥(はばつ), 財閥(ざいばつ), 無派閥(むはばつ)"
1655,反,8,又,반,"반대, 뒤집히다",ハン・ホン・タン,そ(る)・そ(らす)・かえ(る)・かえ(す)・そむ(く),"違反(いはん), 反対(はんたい), 反応(はんのう), 反省(はんせい), 反発(はんぱつ)"
1656,半,9,十,반,절반,ハン,なか(ば),"後半(こうはん), 時半(じはん), 前半(ぜんはん), 半分(はんぶん), 半年(はんとし)"
1657,氾,2,水,범,넘치다,ハン,ひろ(がる)・あふ(れる),氾濫(はんらん)
1658,犯,6,犬,범,어기다,ハン・ボン,おか(す),"犯罪(はんざい), 犯人(はんにん), 犯行(はんこう), 防犯(ぼうはん), 現行犯(げんこうはん)"
1659,帆,3,巾,범,돛,ハン,ほ,帆船(はんせん)
1660,汎,2,水,범,넓다,ハン・フウ・ホウ,ひろ(い)・う(かぶ)・あふ(れる),
1661,伴,3,人,반,따라가다,ハン・バン,ともな(う)・とも,"伴う(ともなう), に伴い(にともない), 同伴(どうはん), 伴侶(はんりょ), 伴奏(ばんそう)"
1662,判,6,刀,판,판단,ハン・バン・ホウ,わ(ける)・わか(る),"判断(はんだん), 批判(ひはん), 裁判員(さいばんいん), 裁判(さいばん), 判決(はんけつ)"
1663,坂,8,土,판,고개,ハン・バン,さか,"坂道(さかみち), 下り坂(くだりざか), 上り坂(のぼりざか), 大坂(おおさか)"
1664,阪,7,阜,판,"언덕, 비탈",ハン,さか,"大阪(おおさか), 大阪市(おおさかし), 阪神(はんしん), 大阪府(おおさかふ), 阪神大震災(はんしんだいしんさい)"
1665,板,8,木,판,판자,ハン・バン,いた,"看板(かんばん), 登板(とうばん), 掲示板(けいじばん), 降板(こうばん), 黒板(こくばん)"
1666,版,6,片,판,판목,ハン,ふだ・いた,"地方版(ちほうばん), 劇場版(げきじょうばん), 出版(しゅっぱん), 限定版(げんていばん), 出版社(しゅっぱんしゃ)"
1667,班,5,玉,반,반,ハン,わ(ける)・かえ(す),"取材班(しゅざいはん), 班長(はんちょう)"
1668,畔,3,田,반,물가,ハン,ほとり・あぜ・くろ・そむ(く),湖畔(こはん)
1669,般,4,舟,반,일반,ハン,たぐい・めぐ(る),"一般(いっぱん), 一般的(いっぱんてき), 一般に(いっぱんに), 全般(ぜんぱん), 一般公開(いっぱんこうかい)"
1670,販,4,貝,판,팔다,ハン,あきな(う)・ひさ(ぐ),"販売(はんばい), 市販(しはん), 通販(つうはん), 量販店(りょうはんてん), 販売店(はんばいてん)"
1671,斑,2,文,반,얼룩,ハン,まだら・ふ・ぶち,"斑鳩(いかる), 斑点(はんてん)"
1672,飯,7,食,반,밥,ハン,めし・いい・まま,"ご飯(ごはん), 夕飯(ゆうはん), 炊飯器(すいはんき), 日常茶飯事(にちじょうさはんじ), 朝ご飯(あさごはん)"
1673,搬,4,手,반,옮기다,ハン,はこ(ぶ),"搬送(はんそう), 運搬(うんぱん), 搬出(はんしゅつ), 搬入(はんにゅう), 救急搬送(きゅうきゅうはんそう)"
1674,煩,2.5,火,번,"괴로워하다, 괴롭히다, 귀찮다",ハン・ボン,わずら(う)・わずら(わす)・うるさ(い),"煩雑(はんざつ), 煩わしい(わずらわしい), 子煩悩(こぼんのう)"
1675,頒,2.5,頁,반,나누다,ハン,わ(ける)・し(く)・まだら,頒布(はんぷ)
1676,範,4,竹,범,"법, 본보기",ハン,のり・いがた,"範囲(はんい), 範囲内(はんいない), 許容範囲(きょようはんい), 広範囲(こうはんい), 広範(こうはん)"
1677,繁,4,糸,번,"번성하다, 우거지다",ハン,しげ(る)・わずら(わしい),"頻繁(ひんぱん), 繁殖(はんしょく), 繁栄(はんえい), 繁華街(はんかがい), 繁盛(はんじょう)"
1678,藩,3,艸,번,울타리,ハン,まがき,"藩主(はんしゅ), 藩士(はんし)"
1679,晩,5,日,만,밤,バン,く(れ)・おそ(い),"毎晩(まいばん), 一晩(ひとばん), 晩婚(ばんこん), 晩年(ばんねん), 朝晩(あさばん)"
1680,番,9,田,번,차례,バン・ハン・ハ,つが(い)・つが(う)・つが(える),"一番(いちばん), 番組(ばんぐみ), 番目(ばんめ), 番号(ばんごう), 本番(ほんばん)"
1681,蛮,3,虫,만,오랑캐,バン,えびす,南蛮(なんばん)
1682,盤,4,皿,반,소반,バン・ハン,おおざら・ま(がる)・わだかま(る)・めぐ(る),"終盤(しゅうばん), 序盤(じょばん), 基盤(きばん), 中盤(ちゅうばん), 地盤(じばん)"
1683,比,6,比,비,비교하다,ヒ,くら(べる)・なら(ぶ)・たぐい・ころ,"比例(ひれい), に比べ(にくらべ), 比較(ひかく), 比べ(くらべ), 比較的(ひかくてき)"
1684,皮,8,皮,피,가죽,ヒ,かわ,"皮膚科(ひふか), 皮膚(ひふ), 皮肉(ひにく), 皮切り(かわきり), 頭皮(とうひ)"
1685,妃,2.5,女,비,왕비,ヒ,きさき,"妃殿下(ひでんか), 王妃(おうひ), 皇太子妃(こうたいしひ)"
1686,否,5,口,부,아니다,ヒ・フ,いな・いや・わる(い),"否定(ひてい), 拒否(きょひ), 否認(ひにん), 賛否(さんぴ), 否定的(ひていてき)"
1687,批,5,手,비,비평하다,ヒ,う(つ)・ただ(す),"批判(ひはん), 批評(ひひょう), 批判的(ひはんてき), 批准(ひじゅん), 批評家(ひひょうか)"
1688,彼,4,彳,피,"그, 그녀, 남자친구, 여자친구",ヒ,かれ・かの,"彼女(かのじょ), 彼の(あの), 彼ら(あれら), 彼氏(かれし), 彼岸(ひがん)"
1689,披,2.5,手,피,펼치다,ヒ,ひら(く),"披露(ひろう), 披露宴(ひろうえん), お披露目(おひろめ), 結婚披露宴(けっこんひろうえん)"
1690,肥,6,肉,비,살찌다,ヒ,こ(える)・こえ・こ(やす)・こ(やし)・ふと(る),"肥満(ひまん), 肥料(ひりょう), 堆肥(たいひ), 化学肥料(かがくひりょう), 肥大(ひだい)"
1691,非,6,非,비,아니다,ヒ,わる(い)・そし(る)・あら(ず),"非常に(ひじょうに), 是非(ぜひ), 非難(ひなん), 非常識(ひじょうしき), 非核(ひかく)"
1692,卑,3,十,비,"미천하다, 경멸하다, 무시하다",ヒ,いや(しい)・いや(しむ)・いや(しめる)・ひく(い),"卑怯(ひきょう), 卑屈(ひくつ), 卑劣(ひれつ), 卑下(ひげ)"
1693,飛,7,飛,비,날다,ヒ,と(ぶ)・と(ばす),"飛散(ひさん), 飛び(とび), 飛行機(ひこうき), 飛行場(ひこうじょう), 飛ばし(とばし)"
1694,疲,4,疒,피,지치다,ヒ,つか(れる),"疲れ(つかれ), 疲れた(つかれた), 疲労(ひろう), 疲れる(つかれる), お疲れ様(おつかれさま)"
1695,秘,5,禾,비,숨기다,ヒ,ひ(める)・かく(す)・ひそ(か),"秘書(ひしょ), 秘密(ひみつ), 便秘(べんぴ), 私設秘書(しせつひしょ), 秘訣(ひけつ)"
1696,被,4,衣,피,"입다, 받다, 쓰다",ヒ,こうむ(る)・おお(う)・かぶ(る)・かぶ(せる)・かず(ける),"被告(ひこく), 被害(ひがい), 被害者(ひがいしゃ), 被災者(ひさいしゃ), 被保険者(ひほけんしゃ)"
1697,悲,8,心,비,슬프다,ヒ,かな(しい)・かな(しむ),"悲しい(かなしい), 悲しみ(かなしみ), 悲劇(ひげき), 悲願(ひがん), 悲鳴(ひめい)"
1698,扉,2.5,戸,비,문,ヒ,とびら,
1699,費,6,貝,비,"비용, 쓰다, 줄다",ヒ,つい(やす)・つい(える),"費用(ひよう), 消費者(しょうひしゃ), 消費(しょうひ), 消費税(しょうひぜい), 経費(けいひ)"
1700,碑,3,石,비,비석,ヒ,いしぶみ,"記念碑(きねんひ), 石碑(せきひ), 歌碑(かひ)"
1701,罷,2.5,网,파,마치다,ヒ,や(める)・つか(れる)・まか(る),罷免(ひめん)
1702,避,4,辵,피,피하다,ヒ,さ(ける)・よ(ける),"避け(よけ), 回避(かいひ), 避難(ひなん), 避ける(さける), 避難所(ひなんじょ)"
1703,尾,4,尸,미,꼬리,ビ,お,"尾籠(おこ), 追尾(ついび), 尻尾(しっぽ), 尾花(おばな), 尾根(おね)"
1704,眉,2,目,미,눈썹,ビ・ミ,まゆ・ふち・としよ(り),眉毛(まゆげ)
1705,美,8,羊,미,아름답다,ビ・ミ,うつく(しい)・よ(い)・ほ(める),"美術館(びじゅつかん), 美しい(うつくしい), 美人(びじん), 美少女(びしょうじょ), 美味しい(おいしい)"
1706,備,6,人,비,"대비하다, 갖추다",ビ・ヒ,そな(える)・そな(わる)・つぶさ(に),"備考(びこう), 準備(じゅんび), 整備(せいび), 守備(しゅび), 備え(そなえ)"
1707,微,4,彳,미,작다,ビ・ミ,かす(か),"微妙(びみょう), 微動(びどう), 微生物(びせいぶつ), 微笑(びしょう), 微量(びりょう)"
1708,鼻,8,鼻,비,코,ビ,はな・はじ(め),"耳鼻科(じびか), 鼻水(はなみず), 鼻血(はなじ), 鼻炎(びえん), 鼻の下(はなのした)"
1709,膝,2,肉,슬,무릎,シツ,ひざ,
1710,肘,2,肉,주,팔꿈치,チュウ,ひじ,
1711,匹,4,匸,필,마리,ヒツ,ひき・たぐ(う),"匹敵(ひってき), 一匹(いっぴき)"
1712,必,7,心,필,반드시,ヒツ,かなら(ず),"必要(ひつよう), 必ず(かならず), 必要性(ひつようせい), 必死(ひっし), 必ずしも(かならずしも)"
1713,泌,3,水,"필, 비",분비,ヒツ・ヒ,にじ(む),"分泌(ぶんぴ), 内分泌(ないぶんぴ)"
1714,筆,8,竹,필,붓,ヒツ,ふで,"執筆(しっぴつ), 筆者(ひっしゃ), 筆頭(ひっとう), 鉛筆(えんぴつ), 直筆(じきひつ)"
1715,姫,3,女,희,공주,キ,ひめ,"美姫(びき), 歌姫(うたひめ), お姫様(おひめさま), 姫君(ひめぎみ), 白雪姫(しらゆきひめ)"
1716,百,10,白,백,100,ヒャク・ハク,もも,"百貨店(ひゃっかてん), 五百(いお), 数百(すうひゃく), 二百(にひゃく), 百合(ゆり)"
1717,氷,8,水,빙,얼음,ヒョウ,こおり・ひ・こお(る),"氷点下(ひょうてんか), 氷上(ひょうじょう), 氷河(ひょうが), 流氷(りゅうひょう), 氷河期(ひょうがき)"
1718,表,8,衣,표,"겉, 나타나다",ヒョウ,おもて・あらわ(す)・あらわ(れる)・しるし,"発表(はっぴょう), 代表(だいひょう), 表明(ひょうめい), 表現(ひょうげん), 表情(ひょうじょう)"
1719,俵,5,人,표,가마니,ヒョウ,たわら,"土俵(どひょう), 初土俵(はつどひょう), 土俵入り(どひょういり), 土俵際(どひょうぎわ)"
1720,票,7,示,표,표,ヒョウ,ふだ,"投票(とうひょう), 投開票(とうかいひょう), 投票日(とうひょうび), 投票率(とうひょうりつ), 得票率(とくひょうりつ)"
1721,評,6,言,평,평가하다,ヒョウ・ヘイ,はか(る)・あげつら(う),"評価(ひょうか), 好評(こうひょう), 評判(ひょうばん), 評論家(ひょうろんか), 評議(ひょうぎ)"
1722,漂,3,水,표,떠다니다,ヒョウ,ただよ(う)・さら(す),"漂う(ただよう), 漂着(ひょうちゃく), 漂流(ひょうりゅう), 漂白剤(ひょうはくざい)"
1723,標,7,木,표,표준,ヒョウ,しるし・しるべ・しめ・しる(す)・こずえ,"目標(めじるし), 標準(ひょうじゅん), 指標(しひょう), 標的(ひょうてき), 商標(しょうひょう)"
1724,苗,3,艸,묘,모종,ビョウ・ミョウ,なえ・なわ・か(り),"苗木(なえぎ), 早苗(さなえ), 苗字(みょうじ), 苗代(なえしろ)"
1725,秒,8,禾,초,초,ビョウ,のぎ,"数秒(すうびょう), 毎秒(まいびょう), 秒速(びょうそく)"
1726,病,8,疒,병,병,ビョウ・ヘイ,や(む)・やまい,"病院(びょういん), 病気(びょうき), 糖尿病(とうにょうびょう), うつ病(うつびょう), 水俣病(みなまたびょう)"
1727,描,4,手,묘,그리다,ビョウ,えが(く)・か(く),"描く(えがく), 描写(びょうしゃ), 絵を描く(えをえがく), 点描(てんびょう), 手描き(てかき)"
1728,猫,2.5,犬,묘,고양이,ビョウ・ミョウ,ねこ,"子猫(こねこ), 招き猫(まねきねこ), 猫好き(ねこずき), 犬猫(いぬねこ), 野良猫(のらねこ)"
1729,品,8,口,품,물건,ヒン・ホン,しな,"作品(さくひん), 商品(しょうひん), 食品(しょくひん), 製品(せいひん), 部品(ぶひん)"
1730,浜,4,水,빈,물가,ヒン,はま,"横浜(よこはま), 浜松(はままつ), 白浜(しらはま), 砂浜(すなはま), 京浜(けいひん)"
1731,貧,6,貝,빈,"가난하다, 적다",ヒン・ビン,まず(しい),"貧困(ひんこん), 貧乏(びんぼう), 貧しい(まずしい), 貧血(ひんけつ), 貧弱(ひんじゃく)"
1732,賓,2.5,貝,빈,손님,ヒン,まろうど・したが(う),"来賓(らいひん), 国賓(こくひん)"
1733,頻,2.5,頁,빈,자주,ヒン・ビン,しき(る)・しき(りに),"頻繁(ひんぱん), 頻度(ひんど), 頻発(ひんぱつ), 使用頻度(しようひんど)"
1734,敏,4,攵,민,민감하다,ビン,と(し)・さと(い),"敏感(びんかん), 過敏(かびん), 敏感肌(びんかんはだ), 機敏(きびん), 俊敏(しゅんびん)"
1735,瓶,2.5,瓦,병,병,ビン・ヘイ,かめ,"哺乳瓶(ほにゅうびん), 瓶詰め(びんづめ), 花瓶(かびん)"
1736,不,7,一,"부, 불",아님,フ・ブ,…ず,"不安(ふあん), 不思議(ふしぎ), 不満(ふまん), 不足(ふそく), 不況(ふきょう)"
1737,夫,7,大,부,남편,フ・フウ・ブ,おっと・おとこ・それ,"夫婦(ふうふ), 大丈夫(だいじょうぶ), 工夫(くふう), 夫妻(ふさい), 夫人(はしかし)"
1738,父,9,父,부,아빠,フ・ホ,ちち,"父親(ちちおや), お父さん(おとうさん), 義父(ぎふ), 祖父(おおじ), 祖父母(そふぼ)"
1739,付,7,人,부,붙다,フ,つ(ける)・つ(く)・あた(える),"付き(つき), 付け(つけ), 付近(ふきん), 付き合い(つきあい), 受け付け(うけつけ)"
1740,布,6,巾,"포, 보",베,フ・ホ,ぬの・し(く),"配布(はいふ), 布団(ふとん), 財布(さいふ), 昆布(こぶ), 麻布(あさぬの)"
1741,扶,2.5,手,부,돕다,フ,たす(ける),"扶養(ふよう), 扶養者(ふようしゃ), 扶養控除(ふようこうじょ), 扶養家族(ふようかぞく), 扶桑(ふそう)"
1742,府,7,广,부,마을,フ,くら・みやこ,"政府(せいふ), 大阪府(おおさかふ), 都道府県(とどうふけん), 米政府(べいせいふ), 日本政府(にほんせいふ)"
1743,怖,4,心,포,무섭다,フ,こわ(い)・おそ(れる)・お(じける),"怖い(こわい), 恐怖(きょうふ), 恐怖心(きょうふしん), 恐怖症(きょうふしょう), 怖がり(こわがり)"
1744,阜,7,阜,부,언덕,フ,おか・ゆた(か),"岐阜(ぎふ), 岐阜県(ぎふけん)"
1745,附,2.5,阜,부,붙다,フ・ブ,つ(く)・つ(ける),附属(ふぞく)
1746,訃,2,言,부,부고,フ,つ(げる)・し(らせ),訃報(ふほう)
1747,負,8,貝,부,"지다, 짊어지다",フ・ブ・フウ,ま(ける)・ま(かす)・お(う)・たの(む)・そむ(く),"負担(ふたん), 負け(まけ), 勝負(しょうぶ), 抱負(ほうふ), 負傷(ふしょう)"
1748,赴,3,走,부,향하여 가다,フ,おもむ(く)・つ(げる),"赴任(ふにん), 単身赴任(たんしんふにん), 赴く(おもむく)"
1749,浮,4,水,부,뜨다,フ・フウ・ブ,う(く)・う(かれる)・う(かぶ)・う(かべる),"浮気(うわき), 浮上(ふじょう), 浮き彫り(うきぼり), 浮かぶ(うかぶ), 浮き(うき)"
1750,婦,6,女,부,며느리,フ,おんな,"夫婦(ふうふ), 主婦(しゅふ), 専業主婦(せんぎょうしゅふ), 妊婦(にんぷ), 婦人科(ふじんか)"
1751,符,3,竹,부,부호,フ,わりふ,"切符(きっぷ), 終止符(しゅうしふ), 音符(おんぷ), 疑問符(ぎもんふ)"
1752,富,7,宀,부,"재산, 풍부하다",フ・フウ,と(む)・とみ,"豊富(ほうふ), 富士山(ふじさん), 富山県(とやまけん), 富士通(ふじつう), 富裕層(ふゆうそう)"
1753,普,4,日,보,보통,フ,あまね(く),"普通(ふつう), 普段(ふだん), 普及(ふきゅう), 普通科(ふつうか), 普段着(ふだんぎ)"
1754,腐,4,肉,부,썩다,フ,くさ(る)・くさ(れる)・くさ(らす)・くさ(す),"豆腐(とうふ), 腐女子(ふじょし), 腐敗(ふはい), 腐食(ふしょく), 陳腐(ちんぷ)"
1755,敷,4,攵,부,"깔다, 펴다",フ,し(く),"倉敷(くらしき), 敷地(しきち), 敷地内(しきちない), 屋敷(やしき), 敷き(しき)"
1756,膚,4,肉,부,"살갗, 피부",フ,はだ・はだえ,"皮膚科(ひふか), 皮膚(ひふ)"
1757,賦,4,貝,부,부세,フ,みつぎ・わか(つ),賦課(ふか)
1758,譜,2.5,言,보,"족보, 악보",フ,しる(す)・つづ(く),"楽譜(がくふ), 棋譜(きふ), 系譜(けいふ), 譜面(ふめん)"
1759,侮,2.5,人,모,깔보다,ブ,あなど(る),侮辱(ぶじょく)
1760,武,6,止,무,무력,ブ・ム,たけ(し)・もののふ,"武器(ぶき), 武将(ぶしょう), 武装勢力(ぶそうせいりょく), 武道(ぶどう), 武人(ぶじん)"
1761,部,8,邑,부,부분,ブ・ホウ・ホ,わ(ける)・す(べる)・くみ・べ・つかさ,"部分(ぶぶん), 一部(いちぶ), 幹部(かんぶ), 部屋(へや), 本部(ほんぶ)"
1762,舞,4,舛,무,춤추다,ブ・ム,ま(う)・まい・もてあそ(ぶ),"舞台(ぶたい), 歌舞伎(かぶき), 舞う(まう), 見舞(みまい), 振る舞い(ふるまい)"
1763,封,3,寸,봉,봉하다,フウ・ホウ,と(じる)・さかい・ポンド,"完封(かんぷう), 封印(ふういん), 封筒(ふうとう), 封鎖(ふうさ), 同封(どうふう)"
1764,風,9,風,풍,바람,フウ・フ,かぜ・かざ・ならわし・すがた・ふり,"風邪(かぜ), 風速(ふうそく), 風向(ふうこう), 風景(ふうけい), 無風(むふう)"
1765,伏,3,人,복,"숙이다, 숨기다",フク・ブク,ふ(せる)・ふ(す)・かく(れる)・したが(う),"伏線(ふくせん), 起伏(きふく), 待ち伏せ(まちぶせ), 潜伏(せんぷく), 潜伏期(せんぷくき)"
1766,服,8,月,복,옷,フク,きもの・き(る)・したが(う)・の(む),"洋服(ようふく), 服装(ふくそう), 克服(こくふく), 制服(せいふく), 服用(ふくよう)"
1767,副,7,刀,부,버금,フク・フウ,そ(う),"副会長(ふくかいちょう), 副作用(ふくさよう), 副社長(ふくしゃちょう), 副知事(ふくちじ), 副総理(ふくそうり)"
1768,幅,4,巾,폭,폭,フク,はば,"大幅(おおはば), 幅広い(はばひろい), 小幅(こはば), 肩幅(かたはば), 増幅(ぞうふく)"
1769,復,6,彳,"복, 부",회복하다,フク,かえ(る)・かえ(す)・また・ふたた(び),"復活(ふっかつ), 回復(かいふく), 復帰(ふっき), 復興(ふっこう), 往復(おうふく)"
1770,福,8,示,복,복,フク,さいわ(い),"福岡(ふくおか), 福祉(ふくし), 幸福(こうふく), 福岡県(ふくおかけん), 祝福(しゅくふく)"
1771,腹,5,肉,복,배,フク,はら・こころ,"お腹(おなか), 腹筋(はらすじ), 腹痛(はらいた), 裏腹(うらはら), 空腹(くうふく)"
1772,複,6,衣,복,여러,フク,かさ(ねる),"複数(ふくすう), 複雑(ふくざつ), 重複(じゅうふく), 複合(ふくごう), 複数回(ふくすうかい)"
1773,覆,3,襾,복,"덮다, 가리다, 뒤엎다, 뒤집히다",フク・フ・フウ,おお(う)・くつがえ(す)・くつがえ(る),"覆われ(おおわれ), 覆う(おおう), 覆い(おおい), 転覆(てんぷく), 覆す(くつがえす)"
1774,払,4,手,불,"지불하다, 없애다",フツ,はら(う),"支払い(しはらい), 支払(しはらい), 支払う(しはらう), 払い(はらい), 払う(はらう)"
