순번,한자,구자,급수,부수,음,훈,内音,内訓,外音,外訓,音,訓
37,遺,遺,5,辵,유,남기다,イ・ユイ,,,のこ(す)・のこ(る)・わす(れる)・す(てる),イ・ユイ,のこ(す)・のこ(る)・わす(れる)・す(てる)
38,緯,緯,4,糸,위,"위도, 경위",イ,,,よこいと・ぬき,イ,よこいと・ぬき
39,域,,5,土,역,구역,イキ,,,さかい・ところ,イキ,さかい・ところ
40,育,,8,肉,육,"자라다, 기르다",イク,そだ(つ)・そだ(てる)・はぐく(む),,,イク,そだ(つ)・そだ(てる)・はぐく(む)
41,一,,10,一,일,"1, 하나",イチ・イツ,ひと・ひと(つ),,はじ(め),イチ・イツ,ひと・ひと(つ)・はじ(め)
42,壱,壹,4,士,일,1,イチ,,イツ,ひと(つ),イチ・イツ,ひと(つ)
43,逸,逸,2.5,辵,일,"편안하다, 빗나가다, 놓치다",イツ,,イチ,はし(る)・うしな(う)・そ(れる)・そ(らす)・はぐ(れる)・すぐ(れる)・はや(る),イツ・イチ,はし(る)・うしな(う)・そ(れる)・そ(らす)・はぐ(れる)・すぐ(れる)・はや(る)
44,茨,,7,艸,자,가시나무,,いばら,シ,くさぶき,シ,いばら・くさぶき
45,芋,,4,艸,우,토란,,いも,ウ,,ウ,いも
46,引,,9,弓,인,"끌다, 내키지 않다",イン,ひ(く)・ひ(ける),,,イン,ひ(く)・ひ(ける)
47,印,,7,卩,인,"도장, 표시",イン,しるし,,しる(す),イン,しるし・しる(す)
48,因,,6,囗,인,원인,イン,よ(る),,ちな(む)・ちなみ・よすが,イン,よ(る)・ちな(む)・ちなみ・よすが
49,咽,,2,口,인,"목구멍, 목메다",イン,,エツ・エン,のど・むせ(ぶ)・の(む),イン・エツ・エン,のど・むせ(ぶ)・の(む)
50,姻,,2.5,女,인,혼인,イン,,,とつ(ぐ),イン,とつ(ぐ)
51,員,,8,口,원,인원,イン,,,かず,イン,かず
52,院,,8,阜,원,집,イン,,,かき・かこい,イン,かき・かこい
53,淫,,2,水,음,음란하다,イン,みだ(ら),,あふ(れる)・ふけ(る)・ほしいまま・みだ(す)・みだら・おお(きい)・ながあめ,イン,みだ(ら)・あふ(れる)・ふけ(る)・ほしいまま・みだ(す)・みだら・おお(きい)・ながあめ
54,陰,,4,阜,음,그늘,イン,かげ・かげ(る),オン・アン,くら(い)・ひそ(か),イン・オン・アン,かげ・かげ(る)・くら(い)・ひそ(か)
55,飲,飮,8,食,음,마시다,イン,の(む),オン,,イン・オン,の(む)
56,隠,隱,4,阜,은,"숨다, 숨기다",イン,かく(す)・かく(れる),オン,,イン・オン,かく(す)・かく(れる)
57,韻,,2.5,音,운,운율,イン,,,ひびき・おもむき,イン,ひびき・おもむき
58,右,,10,口,우,오른쪽,ウ・ユウ,みぎ,,たす(ける),ウ・ユウ,みぎ・たす(ける)
59,宇,,5,宀,우,집,ウ,,,のき・いえ,ウ,のき・いえ
60,羽,羽,9,羽,우,날개,ウ,は・はね,,,ウ,は・はね
61,雨,,10,雨,우,비,ウ,あめ・あま,,,ウ,あめ・あま
62,唄,,2,口,패,노래,,うた,バイ,,バイ,うた
63,鬱,,2,鬯,울,우울하다,ウツ,,,しげ(る)・ふさ(ぐ)・さか(ん),ウツ,しげ(る)・ふさ(ぐ)・さか(ん)
64,畝,,2.5,田,묘,밭두둑,,うね,ホ・ボウ,せ,ホ・ボウ,うね・せ
65,浦,,2.5,水,포,"물가, 포구",,うら,ホ,,ホ,うら
66,運,運,8,辵,운,옮기다,ウン,はこ(ぶ),,めぐ(る)・さだめ,ウン,はこ(ぶ)・めぐ(る)・さだめ
67,雲,,9,雨,운,구름,ウン,くも,,,ウン,くも
68,永,,6,水,영,영원하다,エイ,なが(い),ヨウ,とこしえ,エイ・ヨウ,なが(い)・とこしえ
69,泳,,8,水,영,헤엄치다,エイ,およ(ぐ),,,エイ,およ(ぐ)
70,英,,7,艸,영,"꽃부리, 영국",エイ,,,はなぶさ・はな・ひい(でる),エイ,はなぶさ・はな・ひい(でる)
71,映,,5,日,영,"비치다, 빛나다",エイ,うつ(る)・うつ(す)・は(える),,は(やす),エイ,うつ(る)・うつ(す)・は(える)・は(やす)
72,栄,榮,7,木,영,"번영, 돋보이다",エイ,さか(える)・は(え)・は(える),,は(やす),エイ,さか(える)・は(え)・は(える)・は(やす)
73,営,營,6,ツ,영,경영하다,エイ,いとな(む),,,エイ,いとな(む)
74,詠,,3,言,영,읊다,エイ,よ(む),,うた(う)・なが(める),エイ,よ(む)・うた(う)・なが(める)
75,影,,4,彡,영,그림자,エイ,かげ,ヨウ,,エイ・ヨウ,かげ
76,鋭,銳,4,金,예,"날카롭다, 예리하다",エイ,するど(い),,はや(い),エイ,するど(い)・はや(い)
77,衛,衞,6,行,위,지키다,エイ,,エ,まも(る),エイ・エ,まも(る)
78,易,,6,日,"역, 이","쉽다, 바꿈",エキ・イ,やさ(しい),,か(える)・か(わる)・やす(い)・あなど(る),エキ・イ,やさ(しい)・か(える)・か(わる)・やす(い)・あなど(る)
79,疫,,2.5,疒,역,전염병,エキ・ヤク,,,,エキ・ヤク,無し
80,益,益,6,皿,익,이익,エキ・ヤク,,,ま(す)・ますます,エキ・ヤク,ま(す)・ますます
81,液,,6,水,액,액체,エキ,,,しる・わき,エキ,しる・わき
82,駅,驛,8,馬,역,정거장,エキ,,,うまや,エキ,うまや
83,悦,悅,3,心,열,기쁘다,エツ,,,よろこ(ぶ),エツ,よろこ(ぶ)
84,越,,4,走,월,넘다,エツ,こ(す)・こ(える),オチ・オツ,こし,エツ・オチ・オツ,こ(す)・こ(える)・こし
85,謁,謁,2.5,言,알,뵈다,エツ,,,まみ(える),エツ,まみ(える)
86,閲,閱,3,門,열,보다,エツ,,,けみ(する)・へ(る),エツ,けみ(する)・へ(る)
87,円,圓,10,冂,원,"둥글다, 화폐 단위",エン,まる(い),,まど(か)・つぶら(か)・まろ(やか),エン,まる(い)・まど(か)・つぶら(か)・まろ(やか)
88,延,延,5,廴,연,"길어지다, 늦추다, 늘이다",エン,の(びる)・の(べる)・の(ばす),,ひ(く)・は(え),エン,の(びる)・の(べる)・の(ばす)・ひ(く)・は(え)
89,沿,,5,水,연,물을 따르다,エン,そ(う),,ふち,エン,そ(う)・ふち
90,炎,,3,火,염,화염,エン,ほのお,,も(える),エン,ほのお・も(える)
91,怨,,2,心,원,원망하다,エン・オン,,,うら(む)・うら(み),エン・オン,うら(む)・うら(み)
92,宴,,3,宀,연,잔치,エン,,,うたげ・たの(しむ),エン,うたげ・たの(しむ)
93,媛,媛,7,女,원,여자,エン,,,ひめ,エン,ひめ
94,援,援,4,手,원,돕다,エン,,,たす(ける)・ひ(く),エン,たす(ける)・ひ(く)
95,園,,9,囗,원,동산,エン,その,オン,にわ,エン・オン,その・にわ
96,煙,煙,4,火,연,연기,エン,けむ(る)・けむり・けむ(い),,けぶ(る)・けむ,エン,けむ(る)・けむり・けむ(い)・けぶ(る)・けむ
97,猿,,2.5,犬,원,원숭이,エン,さる,,ましら,エン,さる・ましら
98,遠,遠,9,辵,원,멀다,エン・オン,とお(い),,おち,エン・オン,とお(い)・おち
99,鉛,,4,金,연,납,エン,なまり,,おしろい,エン,なまり・おしろい
100,塩,鹽,7,土,염,소금,エン,しお,アン,,エン・アン,しお
101,演,,6,水,연,공연,エン,,,の(べる)・おこな(う),エン,の(べる)・おこな(う)
102,縁,緣,4,糸,연,"테두리, 인연",エン,ふち,,へり・よ(る)・えにし・ゆかり・よすが,エン,ふち・へり・よ(る)・えにし・ゆかり・よすが
103,艶,艷,2,色,염,"광택, 애교, 곱다",エン,つや,,なまめ(かしい)・あで(やか)・うらや(む),エン,つや・なまめ(かしい)・あで(やか)・うらや(む)
104,汚,,4,水,오,더럽다,オ,けが(す)・けが(れる)・けが(らわしい)・よご(す)・よご(れる)・きたな(い),,,オ,けが(す)・けが(れる)・けが(らわしい)・よご(す)・よご(れる)・きたな(い)
105,王,,10,玉,왕,임금,オウ,,,きみ,オウ,きみ
106,凹,,2.5,凵,요,오목하다,オウ,,,くぼ(む)・へこ(む)・へこ(ます),オウ,くぼ(む)・へこ(む)・へこ(ます)
107,央,,8,大,앙,가운데,オウ,,,なか(ば),オウ,なか(ば)
108,応,應,6,心,응,응하다,オウ,こた(える),,まさ(に…べし),オウ,こた(える)・まさ(に…べし)
109,往,,6,彳,왕,가다,オウ,,,ゆ(く)・いにしえ,オウ,ゆ(く)・いにしえ
110,押,,4,手,압,누르다,オウ,お(す)・お(さえる),,,オウ,お(す)・お(さえる)
111,旺,,2,日,왕,왕성,オウ,,,さか(ん),オウ,さか(ん)
112,欧,歐,3,欠,구,유럽,オウ,,,は(く),オウ,は(く)
113,殴,毆,3,殳,구,때리다,オウ,なぐ(る),,う(つ)・たた(く),オウ,なぐ(る)・う(つ)・たた(く)
114,桜,櫻,6,木,앵,"벚꽃, 앵두",オウ,さくら,,,オウ,さくら
115,翁,翁,2.5,羽,옹,늙은이,オウ,,,おきな,オウ,おきな
116,奥,奧,4,大,오,"속, 부인",オウ,おく,,くま,オウ,おく・くま
117,横,橫,8,木,횡,가로,オウ,よこ,コウ,よこ(たわる),オウ・コウ,よこ・よこ(たわる)
118,岡,,7,山,강,산등성이,,おか,コウ,,コウ,おか
119,屋,,8,尸,옥,집,オク,や,,いえ・やね,オク,や・いえ・やね
120,億,,7,人,억,100000000,オク,,,おしはか(る),オク,おしはか(る)
121,憶,,4,心,억,생각하다,オク,,,おぼ(える)・おも(う),オク,おぼ(える)・おも(う)
122,臆,,2,肉,억,"가슴, 억지",オク,,,おしはか(る),オク,おしはか(る)
123,虞,虞,2.5,虍,우,염려,,おそれ,グ,,グ,おそれ
124,乙,,3,乙,을,두 번째,オツ,,イツ,きのと・おと,オツ・イツ,きのと・おと
125,俺,,2,人,엄,나,,おれ,エン,われ,エン,おれ・われ
126,卸,,3,卩,사,도매하다,,おろ(す)・おろし,シャ,,シャ,おろ(す)・おろし
127,音,,10,音,음,소리,オン・イン,おと・ね,,たよ(り),オン・イン,おと・ね・たよ(り)
128,恩,,5,心,은,은혜,オン,,,めぐ(み),オン,めぐ(み)
129,温,溫,8,水,온,따뜻하다,オン,あたた(か)・あたた(かい)・あたた(まる)・あたた(める),ウン,ぬく(い)・ぬる(い)・ぬく(める)・ぬく(まる)・たず(ねる)・つつ(む),オン・ウン,あたた(か)・あたた(かい)・あたた(まる)・あたた(める)・ぬく(い)・ぬる(い)・ぬく(める)・ぬく(まる)・たず(ねる)・つつ(む)
130,穏,穩,3,禾,온,평온함,オン,おだ(やか),,やす(らか),オン,おだ(やか)・やす(らか)
131,下,,10,一,하,"아래, 내리다, 내려오다",カ・ゲ,した・しも・もと・さ(げる)・さ(がる)・くだ(る)・くだ(す)・くだ(さる)・お(ろす)・お(りる),,,カ・ゲ,した・しも・もと・さ(げる)・さ(がる)・くだ(る)・くだ(す)・くだ(さる)・お(ろす)・お(りる)
132,化,,8,匕,화,"되다, 둔갑하다, 홀리다, 괴물",カ・ケ,ば(ける)・ば(かす),,か(わる)・か(える),カ・ケ,ば(ける)・ば(かす)・か(わる)・か(える)
133,火,,10,火,화,불,カ,ひ・ほ,コ,,カ・コ,ひ・ほ
134,加,,7,力,가,더하다,カ,くわ(える)・くわ(わる),,,カ,くわ(える)・くわ(わる)
135,可,,6,口,가,옳다,カ,,コク,よ(い)・べ(し),カ・コク,よ(い)・べ(し)
136,仮,假,6,人,가,"거짓, 만약",カ・ケ,かり,,か(す),カ・ケ,かり・か(す)
137,何,,9,人,하,무엇,カ,なに・なん,,いず(れ)・いず(く),カ,なに・なん・いず(れ)・いず(く)
138,花,,10,艸,화,꽃,カ,はな,ケ,,カ・ケ,はな
139,佳,,3,人,가,아름답다,カ,,,よ(い),カ,よ(い)
140,価,價,6,人,가,값,カ,あたい,,,カ,あたい
141,果,,7,木,과,"열매, 끝, 완수하다, 끝나다",カ,は(たす)・は(てる)・は(て),,くだもの・おお(せる)・はか,カ,は(たす)・は(てる)・は(て)・くだもの・おお(せる)・はか
142,河,,6,水,하,물,カ,かわ,,,カ,かわ
143,苛,,2,艸,가,"가혹, 초조해지다",カ,,,から(い)・きび(しい)・むご(い)・わずら(わしい)・いら(だつ)・さいな(む)・いじ(める),カ,から(い)・きび(しい)・むご(い)・わずら(わしい)・いら(だつ)・さいな(む)・いじ(める)
144,科,,9,禾,과,과목,カ,,,とが・しな・しぐさ,カ,とが・しな・しぐさ
145,架,,3,木,가,"걸이, 걸치다",カ,か(ける)・か(かる),,たな,カ,か(ける)・か(かる)・たな
146,夏,,9,夂,하,여름,カ・ゲ,なつ,,,カ・ゲ,なつ
147,家,,9,宀,가,집,カ・ケ,いえ・や,,うち,カ・ケ,いえ・や・うち
148,荷,,8,艸,하,짐,カ,に,,にな(う)・はす,カ,に・にな(う)・はす
149,華,,3,艸,화,"꽃, 화려하다",カ・ケ,はな,ゲ,しろ(い),カ・ケ・ゲ,はな・しろ(い)
150,菓,,4,艸,과,과자,カ,,,くだもの,カ,くだもの
151,貨,,7,貝,화,재물,カ,,,たから,カ,たから
152,渦,,2.5,水,와,소용돌이,カ,うず,,,カ,うず
153,過,過,6,辵,과,"지나다, 보내다, 잘못하다",カ,す(ぎる)・す(ごす)・あやま(つ)・あやま(ち),,よぎ(る)・とが,カ,す(ぎる)・す(ごす)・あやま(つ)・あやま(ち)・よぎ(る)・とが
154,嫁,,3,女,가,"며느리, 시집가다",カ,よめ・とつ(ぐ),,,カ,よめ・とつ(ぐ)
155,暇,,4,日,가,"틈, 시간",カ,ひま,,いとま,カ,ひま・いとま
156,禍,禍,2.5,示,화,재앙,カ,,,わざわ(い)・まが,カ,わざわ(い)・まが
157,靴,,2.5,革,화,신발,カ,くつ,,,カ,くつ
158,寡,,2.5,宀,과,적다,カ,,,すく(ない)・やもめ,カ,すく(ない)・やもめ
159,歌,,9,欠,가,노래,カ,うた・うた(う),,,カ,うた・うた(う)
160,箇,,4,竹,개,낱,カ,,コ,,カ・コ,無し
161,稼,,2.5,禾,가,돈을 벌다,カ,かせ(ぐ),,みの(り)・う(える),カ,かせ(ぐ)・みの(り)・う(える)
162,課,,7,言,과,공부,カ,,,わりあ(てる)・はか(る)・こころ(みる),カ,わりあ(てる)・はか(る)・こころ(みる)
163,蚊,,2.5,虫,문,모기,,か,ブン,,ブン,か
164,牙,牙,2,牙,아,어금니,ガ・ゲ,きば,,は・さいとり,ガ・ゲ,きば・は・さいとり
165,瓦,,2,瓦,와,"기와, 그램",ガ,かわら,,かわらけ・グラム,ガ,かわら・かわらけ・グラム
166,我,,5,戈,아,나,ガ,われ・わ,,,ガ,われ・わ
167,画,畫,9,田,"화, 획",그림,ガ・カク,,,え・えが(く)・か(く)・かぎ(る)・はか(る),ガ・カク,え・えが(く)・か(く)・かぎ(る)・はか(る)
168,芽,,7,艸,아,싹,ガ,め,,めぐ(む),ガ,め・めぐ(む)
169,賀,,7,貝,하,축하,ガ,,,よろこ(ぶ),ガ,よろこ(ぶ)
170,雅,,4,隹,아,맑다,ガ,,,みやび・みやび(やか)・つね,ガ,みやび・みやび(やか)・つね
171,餓,餓,3,食,아,굶주리다,ガ,,,う(える),ガ,う(える)
172,介,,4,人,개,끼다,カイ,,,たす(ける)・すけ,カイ,たす(ける)・すけ
173,回,,9,囗,회,돌다,カイ・エ,まわ(る)・まわ(す),,めぐ(らす),カイ・エ,まわ(る)・まわ(す)・めぐ(らす)
174,灰,灰,5,火,회,재,カイ,はい,,,カイ,はい
175,会,會,9,人,회,만나다,カイ・エ,あ(う),,あつ(まる)・あつ(める),カイ・エ,あ(う)・あつ(まる)・あつ(める)
176,快,,6,心,쾌,유쾌하다,カイ,こころよ(い),ケ,,カイ・ケ,こころよ(い)
177,戒,,4,戈,계,훈계하다,カイ,いまし(める),,,カイ,いまし(める)
178,改,,7,攵,개,고치다,カイ,あらた(める)・あらた(まる),,,カイ,あらた(める)・あらた(まる)
179,怪,,3,心,괴,"수상하다, 의심하다",カイ,あや(しい)・あや(しむ),ケ,,カイ・ケ,あや(しい)・あや(しむ)
180,拐,,2.5,手,괴,유괴,カイ,,,かた(る)・かどわか(す),カイ,かた(る)・かどわか(す)
181,悔,悔,3,心,회,"후회하다, 뉘우치다, 분하다",カイ,く(いる)・く(やむ)・くや(しい),ケ,,カイ・ケ,く(いる)・く(やむ)・くや(しい)
182,海,海,9,水,해,바다,カイ,うみ,,,カイ,うみ
183,界,,8,田,계,지경,カイ,,,さかい,カイ,さかい
184,皆,,4,白,개,모두,カイ,みな,,,カイ,みな
185,械,,7,木,계,기계,カイ,,,からくり・かせ,カイ,からくり・かせ
186,絵,繪,9,糸,회,그림,カイ・エ,,,,カイ・エ,無し
187,開,,8,門,개,열다,カイ,ひら(く)・ひら(ける)・あ(く)・あ(ける),,はだ(かる)・はだ(ける),カイ,ひら(く)・ひら(ける)・あ(く)・あ(ける)・はだ(かる)・はだ(ける)
188,階,,8,阜,계,등급,カイ,,,きざはし・はしご・しな,カイ,きざはし・はしご・しな
189,塊,,3,土,괴,덩어리,カイ,かたまり,,つちくれ,カイ,かたまり・つちくれ
190,楷,,2,木,해,본보기,カイ,,,のり・のっと(る),カイ,のり・のっと(る)
191,解,,6,角,해,풀다,カイ・ゲ,と(く)・と(かす)・と(ける),,ほど(く)・ほど(ける)・ほぐ(れる)・ほつ(れる)・さと(る)・わか(る),カイ・ゲ,と(く)・と(かす)・と(ける)・ほど(く)・ほど(ける)・ほぐ(れる)・ほつ(れる)・さと(る)・わか(る)
192,潰,,2,水,궤,"부수다, 무너지다",カイ,つぶ(す)・つぶ(れる),,つい(える)・みだ(れる),カイ,つぶ(す)・つぶ(れる)・つい(える)・みだ(れる)
193,壊,壞,4,土,괴,"무너지다, 부수다",カイ,こわ(す)・こわ(れる),エ,やぶ(る)・やぶ(れる),カイ・エ,こわ(す)・こわ(れる)・やぶ(る)・やぶ(れる)
194,懐,懷,2.5,心,회,"마음속, 그립다, 따르다",カイ,ふところ・なつ(かしい)・なつ(かしむ)・なつ(く)・なつ(ける),,おも(う)・いだ(く),カイ,ふところ・なつ(かしい)・なつ(かしむ)・なつ(く)・なつ(ける)・おも(う)・いだ(く)
195,諧,,2,言,해,어울리다,カイ,,,やわ(らぐ)・かな(う)・ととの(う)・たわむ(れ),カイ,やわ(らぐ)・かな(う)・ととの(う)・たわむ(れ)
196,貝,,10,貝,패,조개,,かい,バイ,,バイ,かい
197,外,,9,夕,외,"바깥, 다른 것, 빼다",ガイ・ゲ,そと・ほか・はず(す)・はず(れる),ウイ,と,ガイ・ゲ・ウイ,そと・ほか・はず(す)・はず(れる)・と
198,劾,,2.5,力,핵,꾸짖다,ガイ,,,しら(べる)・あば(く),ガイ,しら(べる)・あば(く)
199,害,,7,宀,해,해하다,ガイ,,カイ,そこ(なう)・わざわ(い),ガイ・カイ,そこ(なう)・わざわ(い)
200,崖,,2,山,애,벼랑,ガイ,がけ,,,ガイ,がけ
201,涯,,2.5,水,애,생애,ガイ,,,みぎわ・はて,ガイ,みぎわ・はて
202,街,,7,行,가,거리,ガイ・カイ,まち,,ちまた,ガイ・カイ,まち・ちまた
203,慨,慨,3,心,개,슬퍼하다,ガイ,,カイ,なげ(く)・いきどお(る),ガイ・カイ,なげ(く)・いきどお(る)
204,蓋,,2,艸,개,뚜껑,ガイ,ふた,コウ,おお(う)・おお(い)・かさ・けだ(し),ガイ・コウ,ふた・おお(う)・おお(い)・かさ・けだ(し)
205,該,,3,言,해,갖추다,ガイ,,カイ,か(ねる)・そな(わる)・そ(の),ガイ・カイ,か(ねる)・そな(わる)・そ(の)
206,概,槪,3,木,개,대개,ガイ,,カイ,おおむ(ね),ガイ・カイ,おおむ(ね)
207,骸,,2,骨,해,시체,ガイ,,カイ,むくろ・ほね,ガイ・カイ,むくろ・ほね
208,垣,,2.5,土,원,담,,かき,エン,,エン,かき
209,柿,,2,木,시,감,,かき,シ,,シ,かき
210,各,,7,口,각,각각,カク,おのおの,,,カク,おのおの
211,角,,9,角,각,"모서리, 뿔",カク,かど・つの,,すみ・くら(べる),カク,かど・つの・すみ・くら(べる)
212,拡,擴,5,手,확,넑히다,カク,,,ひろ(がる)・ひろ(げる),カク,ひろ(がる)・ひろ(げる)
213,革,,5,革,혁,"가죽, 혁명",カク,かわ,,あらた(まる)・あらた(める),カク,かわ・あらた(まる)・あらた(める)
214,格,,6,木,격,격식,カク・コウ,,キャク・ゴウ,いた(る)・ただ(す)・う(つ),カク・コウ・キャク・ゴウ,いた(る)・ただ(す)・う(つ)
215,核,,2.5,木,핵,"씨, 핵",カク,,,さね,カク,さね
216,殻,殼,2.5,殳,각,껍질,カク,から,,,カク,から
217,郭,,3,邑,곽,둘레,カク,,,くるわ,カク,くるわ
218,覚,覺,7,見,각,"외우다, 느끼다, 깨다",カク,おぼ(える)・さ(ます)・さ(める),,さと(る)・さと(り),カク,おぼ(える)・さ(ます)・さ(める)・さと(る)・さと(り)
219,較,,4,車,교,비교하다,カク,,コウ,くら(べる),カク・コウ,くら(べる)
220,隔,,3,阜,격,"멀어지다, 사이에 두다",カク,へだ(てる)・へだ(たる),,,カク,へだ(てる)・へだ(たる)
221,閣,,5,門,각,집,カク,,,たかどの・たな,カク,たかどの・たな
222,確,,6,石,확,"확실, 확인하다",カク,たし(か)・たし(かめる),,しか(と)・しっか(り)・かた(い),カク,たし(か)・たし(かめる)・しか(と)・しっか(り)・かた(い)
223,獲,,4,犬,획,획득하다,カク,え(る),,,カク,え(る)
224,嚇,,2.5,口,혁,성내다,カク,,,いか(る)・おど(す)・おど(かす),カク,いか(る)・おど(す)・おど(かす)
225,穫,,3,禾,확,거두다,カク,,,か(る)・とりい(れる),カク,か(る)・とりい(れる)
226,学,學,10,子,학,배우다,ガク,まな(ぶ),,,ガク,まな(ぶ)
227,岳,嶽,3,山,악,산악,ガク,たけ,,,ガク,たけ
228,楽,樂,9,木,"락, 악",즐겁다,ガク・ラク,たの(しい)・たの(しむ),ゴウ・ギョウ,かな(でる)・この(む),ガク・ラク・ゴウ・ギョウ,たの(しい)・たの(しむ)・かな(でる)・この(む)
229,額,,6,頁,액,이마,ガク,ひたい,,ぬか(ずく),ガク,ひたい・ぬか(ずく)
230,顎,,2,頁,악,턱,ガク,あご,,,ガク,あご
231,掛,,3,手,괘,걸다,,か(ける)・か(かる)・かかり,,,無し,か(ける)・か(かる)・かかり
232,潟,,7,水,석,갯벌,,かた,セキ,,セキ,かた
233,括,,2.5,手,괄,묶다,カツ,,,くく(る)・くび(る)・くび(れる),カツ,くく(る)・くび(る)・くび(れる)
234,活,,9,水,활,살다,カツ,,,い(きる)・い(ける)・い(かす),カツ,い(きる)・い(ける)・い(かす)
235,喝,喝,2.5,口,갈,꾸짖다,カツ,,,しか(る)・おど(す),カツ,しか(る)・おど(す)
236,渇,渴,2.5,水,갈,목마르다,カツ,かわ(く),,むさぼ(る),カツ,かわ(く)・むさぼ(る)
237,割,,5,刀,할,"나누다, 가르다, 깨지다",カツ,わ(る)・わり・わ(れる)・さ(く),,,カツ,わ(る)・わり・わ(れる)・さ(く)
238,葛,,2,艸,갈,칡,カツ,くず,,かたびら・かずら・つづら,カツ,くず・かたびら・かずら・つづら
239,滑,,3,水,"활, 골",미끄럽다,カツ・コツ,すべ(る)・なめ(らか),,ぬめ(る),カツ・コツ,すべ(る)・なめ(らか)・ぬめ(る)
240,褐,褐,2.5,衣,갈,갈색,カツ,,,ぬのこ,カツ,ぬのこ
241,轄,,2.5,車,할,다스리다,カツ,,,くさび・とりし(まる),カツ,くさび・とりし(まる)
242,且,,2.5,一,차,게다가,,か(つ),ショ,しばら(く)・まさ(に…す),ショ,か(つ)・しばら(く)・まさ(に…す)
243,株,,5,木,주,주식,,かぶ,シュ,,シュ,かぶ
244,釜,,2,金,부,가마솥,,かま,フ,,フ,かま
245,鎌,鎌,2,金,겸,낫,,かま,レン,,レン,かま
246,刈,,4,刀,예,베다,,か(る),ガイ・カイ,,ガイ・カイ,か(る)
247,干,,5,干,간,말리다,カン,ほ(す)・ひ(る),,おか(す)・かか(わる)・もと(める)・たて,カン,ほ(す)・ひ(る)・おか(す)・かか(わる)・もと(める)・たて
248,刊,,6,刀,간,새기다,カン,,,けず(る)・きざ(む),カン,けず(る)・きざ(む)
249,甘,,4,甘,감,"달다, 응석부리다",カン,あま(い)・あま(える)・あま(やかす),,うま(い),カン,あま(い)・あま(える)・あま(やかす)・うま(い)
250,汗,,4,水,한,땀,カン,あせ,,,カン,あせ
251,缶,罐,2.5,缶,관,통,カン,,,かま,カン,かま
252,完,,7,宀,완,완전,カン,,,まっと(うする),カン,まっと(うする)
253,肝,,3,肉,간,간,カン,きも,,,カン,きも
254,官,,7,宀,관,벼슬,カン,,,つかさ・おおやけ,カン,つかさ・おおやけ
255,冠,,3,冖,관,"갓, 왕관",カン,かんむり,,かむ(る),カン,かんむり・かむ(る)
256,巻,卷,5,卩,권,"책, 말다",カン,ま(く)・まき,ケン,,カン・ケン,ま(く)・まき
257,看,,5,目,간,돌보다,カン,,,み(る),カン,み(る)
258,陥,陷,2.5,阜,함,빠지다,カン,おちい(る)・おとしい(れる),,,カン,おちい(る)・おとしい(れる)
259,乾,,4,乙,건,마르다,カン,かわ(く)・かわ(かす),ケン,ほ(す)・ひ・いぬい,カン・ケン,かわ(く)・かわ(かす)・ほ(す)・ひ・いぬい
260,勘,,3,力,감,헤아리다,カン,,,かんが(える),カン,かんが(える)
261,患,,2.5,心,환,앓다,カン,わずら(う),ゲン,うれ(える)・うれ(い),カン・ゲン,わずら(う)・うれ(える)・うれ(い)
262,貫,,3,貝,관,꿰뚫다,カン,つらぬ(く),ワン,ぬき・ぬ(く)・ひ(く),カン・ワン,つらぬ(く)・ぬき・ぬ(く)・ひ(く)
263,寒,,8,宀,한,춥다,カン,さむ(い),,さび(しい)・まず(しい)・いや(しい),カン,さむ(い)・さび(しい)・まず(しい)・いや(しい)
264,喚,,3,口,환,부르다,カン,,,よ(ぶ)・さけ(ぶ)・わめ(く),カン,よ(ぶ)・さけ(ぶ)・わめ(く)
265,堪,,2.5,土,감,"견디다, 참다",カン,た(える),タン,こら(える)・こた(える)・たま(る),カン・タン,た(える)・こら(える)・こた(える)・たま(る)
266,換,,3,手,환,바꾸다,カン,か(える)・か(わる),,,カン,か(える)・か(わる)
267,敢,,3,攵,감,"용감, 감히",カン,,,あ(えて),カン,あ(えて)
268,棺,,2.5,木,관,관,カン,,,ひつぎ,カン,ひつぎ
269,款,,2.5,欠,관,항목,カン,,,まこと・よろこ(ぶ)・たた(く)・しる(す),カン,まこと・よろこ(ぶ)・たた(く)・しる(す)
270,間,,9,門,간,사이,カン・ケン,あいだ・ま,,はざま・あい・うかが(う)・ひそ(かに)・しず(か),カン・ケン,あいだ・ま・はざま・あい・うかが(う)・ひそ(かに)・しず(か)
271,閑,,2.5,門,한,한가하다,カン,,,ひま・しず(か)・なら(う),カン,ひま・しず(か)・なら(う)
272,勧,勸,4,力,권,권하다,カン,すす(める),ケン,,カン・ケン,すす(める)
273,寛,寬,2.5,宀,관,너그럽다,カン,,,ひろ(い)・ゆる(やか)・くつろ(ぐ),カン,ひろ(い)・ゆる(やか)・くつろ(ぐ)
274,幹,,6,干,간,줄기,カン,みき,,から・わざ,カン,みき・から・わざ
275,感,,8,心,감,느낌,カン,,,,カン,無し
276,漢,漢,8,水,한,한자,カン,,,おとこ・から,カン,おとこ・から
277,慣,,6,心,관,익숙하다,カン,な(れる)・な(らす),,ならわし,カン,な(れる)・な(らす)・ならわし
278,管,,7,竹,관,관리,カン,くだ,,ふえ・つかさど(る),カン,くだ・ふえ・つかさど(る)
